file,age,gender,race,service_test,looks
good_train/1.png,30-39,female,White,,1
good_train/2.png,30-39,female,White,,1
good_train/3.png,30-39,female,White,,1
good_train/4.png,30-39,female,White,,1
good_train/5.png,30-39,female,White,,1
good_train/6.png,30-39,female,White,,1
good_train/7.png,30-39,female,White,,1
good_train/8.png,30-39,female,White,,1
good_train/9.png,30-39,female,White,,1
good_train/10.png,30-39,female,White,,1
good_train/11.png,30-39,female,White,,1
good_train/12.png,30-39,female,White,,1
good_train/13.png,30-39,female,White,,1
good_train/14.png,30-39,female,White,,1
good_train/15.png,30-39,female,White,,1
good_train/16.png,30-39,female,White,,1
good_train/17.png,30-39,female,White,,1
good_train/18.png,30-39,female,White,,1
good_train/19.png,30-39,female,White,,1
good_train/20.png,30-39,female,White,,1
good_train/21.png,30-39,female,White,,1
good_train/22.png,30-39,female,White,,1
good_train/23.png,30-39,female,White,,1
good_train/24.png,30-39,female,White,,1
good_train/25.png,30-39,female,White,,1
good_train/26.png,30-39,female,White,,1
good_train/27.png,30-39,female,White,,1
good_train/28.png,30-39,female,White,,1
good_train/29.png,30-39,female,White,,1
good_train/30.png,30-39,female,White,,1
good_train/31.png,30-39,female,White,,1
good_train/32.png,30-39,female,White,,1
good_train/33.png,30-39,female,White,,1
good_train/34.png,30-39,female,White,,1
good_train/35.png,30-39,female,White,,1
good_train/36.png,30-39,female,White,,1
good_train/37.png,30-39,female,White,,1
good_train/38.png,30-39,female,White,,1
good_train/39.png,30-39,female,White,,1
good_train/40.png,30-39,female,White,,1
good_train/41.png,30-39,female,White,,1
good_train/42.png,30-39,female,White,,1
good_train/43.png,30-39,female,White,,1
good_train/44.png,30-39,female,White,,1
good_train/45.png,30-39,female,White,,1
good_train/46.png,30-39,female,White,,1
good_train/47.png,30-39,female,White,,1
good_train/48.png,30-39,female,White,,1
good_train/49.png,30-39,female,White,,1
good_train/50.png,30-39,female,White,,1
good_train/51.png,30-39,female,White,,1
good_train/52.png,30-39,female,White,,1
good_train/53.png,30-39,female,White,,1
good_train/54.png,30-39,female,White,,1
good_train/55.png,30-39,female,White,,1
good_train/56.png,30-39,female,White,,1
good_train/57.png,30-39,female,White,,1
good_train/58.png,30-39,female,White,,1
good_train/59.png,30-39,female,White,,1
good_train/60.png,30-39,female,White,,1
good_train/61.png,30-39,female,White,,1
good_train/62.png,30-39,female,White,,1
good_train/63.png,30-39,female,White,,1
good_train/64.png,30-39,female,White,,1
good_train/65.png,30-39,female,White,,1
good_train/66.png,30-39,female,White,,1
good_train/67.png,30-39,female,White,,1
good_train/68.png,30-39,female,White,,1
good_train/69.png,30-39,female,White,,1
good_train/70.png,30-39,female,White,,1
good_train/71.png,30-39,female,White,,1
good_train/72.png,30-39,female,White,,1
good_train/73.png,30-39,female,White,,1
good_train/74.png,30-39,female,White,,1
good_train/75.png,30-39,female,White,,1
good_train/76.png,30-39,female,White,,1
good_train/77.png,30-39,female,White,,1
good_train/78.png,30-39,female,White,,1
good_train/79.png,30-39,female,White,,1
good_train/80.png,30-39,female,White,,1
good_train/81.png,30-39,female,White,,1
good_train/82.png,30-39,female,White,,1
good_train/83.png,30-39,female,White,,1
good_train/84.png,30-39,female,White,,1
good_train/85.png,30-39,female,White,,1
good_train/86.png,30-39,female,White,,1
good_train/87.png,30-39,female,White,,1
good_train/88.png,30-39,female,White,,1
good_train/89.png,30-39,female,White,,1
good_train/90.png,30-39,female,White,,1
good_train/91.png,30-39,female,White,,1
good_train/92.png,30-39,female,White,,1
good_train/93.png,30-39,female,White,,1
good_train/94.png,30-39,female,White,,1
good_train/95.png,30-39,female,White,,1
good_train/96.png,30-39,female,White,,1
good_train/97.png,30-39,female,White,,1
good_train/98.png,30-39,female,White,,1
good_train/99.png,30-39,female,White,,1
good_train/100.png,30-39,female,White,,1
